item_id,source_type,condition,text,word_ai_prob,stylometric_ai_prob,word_count,type_token_ratio
fresh_0,fresh_model_generation,baseline,"Imagine you have a lemonade stand, and your friends give you money to help buy lemons and sugar. They trust you because they want to see you make yummy lemonade. On websites like Kickstarter, people promise to use the money to finish a cool project, like a new toy or game. If someone takes the money and doesn’t do what they said, people get upset and tell others not to trust them anymore. Also, many projects need to show updates and proof that they’re working hard. If they don’t, the website or backers ask questions or stop giving money next time. Sometimes, the website can step in if things look suspicious. So, even though it’s possible to run away with the money, most people don’t because they want to keep their promises, make people happy, and be trusted in the future. It’s like if you took your friends’ money and didn’t make lemonade—you’d lose their trust and no one would help you again.",0.7316627567822709,0.8764412853437377,172.0,0.6104651162790697
fresh_0,fresh_model_generation,one_shot,"Imagine you have a lemonade stand, and your friends give you money to help buy lemons and sugar because they trust you want to make tasty lemonade. On sites like Kickstarter, people pledge money to help finish cool projects, like new toys or games. If someone takes the money but doesn’t follow through, people get upset and warn others not to trust them again. Many projects also need to provide updates and show they’re making progress. If they don’t, backers or the website might ask questions or stop supporting them in the future. Sometimes, the website steps in if something seems off. So, while it’s possible to run off with the money, most people don’t—they want to keep their promises, make people happy, and build trust. It’s like if you took your friends’ money but never made lemonade—you’d lose their trust, and they probably wouldn’t help you again.",0.7542434849494793,0.83869115031358,158.0,0.6012658227848101
fresh_0,fresh_model_generation,iter_round_1,"Imagine you have a lemonade stand, and your friends give you money to help buy lemons and sugar because they trust you want to make tasty lemonade. On websites like Kickstarter, people promise to use the money to complete a cool project, like a new toy or game. If someone takes the money but doesn’t follow through, people get upset and warn others not to trust them again. Many projects also need to provide updates and proof that they’re making progress. If they don’t, the website or backers may ask questions or stop supporting them in the future. Sometimes, the website steps in if something seems suspicious. While it’s possible to run off with the money, most people don’t because they want to keep their promises, make supporters happy, and maintain their reputation. It’s like if you took your friends’ money and didn’t make lemonade—you’d lose their trust and no one would want to help you again.",0.7663834296677772,0.8813167276698608,166.0,0.6024096385542169
fresh_0,fresh_model_generation,iter_round_2,"Picture this: you have a lemonade stand, and your friends give you money to buy lemons and sugar because they believe you’ll make delicious lemonade. On sites like Kickstarter, people ask for money to finish cool projects, like a new toy or game. If someone takes the cash but never delivers, people get upset and warn others not to trust them. Most projects also need to share updates and show they’re actually working. If they don’t, backers or the website might ask questions or stop supporting them next time. Sometimes, the site steps in if something seems off. Sure, someone could run off with the money, but most don’t because they want to keep their word, make people happy, and stay trustworthy. It’s like if you took your friends’ money and never made lemonade—you’d lose their trust, and no one would help you again.",0.6500696484630831,0.7860923565106621,151.0,0.6556291390728477
fresh_0,fresh_model_generation,iter_round_3,"Imagine you have a lemonade stand, and your friends chip in money to help buy lemons and sugar because they trust you’ll make tasty lemonade. On websites like Kickstarter, people ask for money to finish cool projects—like a new toy or game. If someone takes the money but doesn’t deliver, people get upset and tell others not to trust them. Usually, projects have to share updates to prove they’re making progress. If they don’t, backers or the site might ask questions or stop supporting them next time. Sometimes the site steps in if things seem fishy. Sure, someone could run off with the cash, but most don’t because they want to keep their promises, make people happy, and stay trustworthy. It’s like if you took your friends’ money and never made lemonade—you’d lose their trust, and no one would want to help you again.",0.7170431682573304,0.8044991075659175,153.0,0.6339869281045751
fresh_0,fresh_model_generation,iter_round_4,"Think about having a lemonade stand, and your friends give you money to buy lemons and sugar because they believe you’ll make great lemonade. On sites like Kickstarter, people ask for money to finish cool projects—like a new toy or a game. If someone takes the money and doesn’t follow through, people get upset and warn others not to trust them. Most projects also share updates to show they’re actually working on it. If they don’t, backers or the site might ask questions or decide not to support them again. Sometimes, the site steps in if something seems wrong. Sure, someone could run off with the money, but most don’t—they want to keep their promises, make people happy, and stay trusted. It’s like if you took your friends’ money and never made lemonade—you’d lose their trust, and no one would want to help you again.",0.7156764293663512,0.8341683241396965,155.0,0.6258064516129033
fresh_0,fresh_model_generation,iterative_final,"Think about having a lemonade stand, and your friends give you money to buy lemons and sugar because they believe you’ll make great lemonade. On sites like Kickstarter, people ask for money to finish cool projects—like a new toy or a game. If someone takes the money and doesn’t follow through, people get upset and warn others not to trust them. Most projects also share updates to show they’re actually working on it. If they don’t, backers or the site might ask questions or decide not to support them again. Sometimes, the site steps in if something seems wrong. Sure, someone could run off with the money, but most don’t—they want to keep their promises, make people happy, and stay trusted. It’s like if you took your friends’ money and never made lemonade—you’d lose their trust, and no one would want to help you again.",0.7156764293663512,0.8341683241396965,155.0,0.6258064516129033
fresh_0,fresh_model_generation,human_reference,"Nothing . In fact , it 's a problem that crops up on the occasion .",0.45539868626936747,0.2785639187910565,13.0,1.0
fresh_1,fresh_model_generation,baseline,"A long time ago, in the 1700s, big ships didn’t have engines like today, so they used wind and people to move. When a ship was tied to the dock and needed to leave, it couldn’t just float away if the wind was blowing the wrong way, like blowing towards the land. To help, sailors used long wooden poles called “barges” or “pushing poles” to push the ship away from the dock. Sometimes, smaller boats called rowboats or tugboats would pull and push the big ship off the dock too. The sailors also untied the ropes carefully so the ship could move freely. If the wind was blowing inland, they might wait for the wind to change, or use ropes and people on shore pulling the ship’s big ropes to help it move away from the dock. All these efforts worked together so the big ship could float into the water and catch the wind to sail away. It was teamwork, using poles, ropes, and sometimes smaller boats!",0.4408032400172684,0.513973489515146,171.0,0.5029239766081871
fresh_1,fresh_model_generation,one_shot,"Back in the 1700s, big ships didn’t have engines like they do today—they relied on wind and manpower to move. When a ship was tied up at the dock and ready to leave, it couldn’t just drift off if the wind was blowing the wrong way, like toward the land. To get the ship moving, sailors used long wooden poles called “barges” or “pushing poles” to shove it away from the dock. Sometimes, smaller boats like rowboats or tugboats would help by pulling or pushing the ship, too. The crew also carefully untied the ropes so the ship could move freely. If the wind was blowing inland, they might wait for it to change or use ropes and people on shore to pull the ship’s big ropes and help push it away. All these efforts—poles, ropes, smaller boats, and teamwork—worked together to get the ship floating out into the water and catching the wind to sail away.",0.43759158204451604,0.4540986695949367,163.0,0.588957055214724
