item_id,source_type,condition,text,word_ai_prob,stylometric_ai_prob,word_count,type_token_ratio
fresh_0,fresh_model_generation,baseline,"When people give money to support a project on a donation site like Kickstarter, they trust that the person asking for money will use it to make the idea happen. But what stops someone from just taking the money and running away? First, these sites have rules and checks to make sure people are real and serious about their projects. If someone steals the money, they can get into big trouble with the law because that’s called stealing or fraud, and it can lead to fines or jail. Also, the community of backers—the people who give money—talk a lot online and share news. If someone cheats, their name gets out, and no one will trust them again. Plus, many projects need to show progress by sharing updates and pictures, so it’s hard to hide what’s really happening. So, even though it’s not impossible, many things like rules, trust, and the law make it very risky and hard for someone to just take the money and run without anyone noticing.",0.6890384173241575,0.7806153691022525,175.0,0.6342857142857142
fresh_0,fresh_model_generation,one_shot,"When people donate to a project on sites like Kickstarter, they trust that the creator will use the money to bring their idea to life. But what’s stopping someone from just taking the cash and disappearing? For starters, these platforms have rules and verification processes to make sure project creators are legitimate and serious. If someone does steal the money, they’re breaking the law—fraud or theft can lead to fines or even jail time. On top of that, backers form a tight-knit community that talks online and shares information. If someone scams people, word spreads fast, and they lose all credibility. Many projects also have to post regular updates and photos, making it tough to hide what’s really going on. So while it’s not impossible, a mix of platform rules, community oversight, and legal consequences makes it risky and difficult for someone to just take the money and run without getting caught.",0.6525008659230098,0.6569187094027543,158.0,0.6962025316455697
fresh_0,fresh_model_generation,iter_round_1,"When people donate money to support a project on sites like Kickstarter, they trust that the creator will use the funds to bring the idea to life. But what prevents someone from taking the money and disappearing? First, these platforms have rules and verification processes to ensure creators are genuine and committed. If someone misappropriates funds, they risk serious legal consequences, including fines or jail time, since that’s considered theft or fraud. Additionally, the community of backers stays connected online, sharing information and calling out dishonest behavior—once someone cheats, their reputation is ruined. Many projects also have to provide regular updates and photos, making it difficult to hide what’s really going on. So, while it’s not impossible, a combination of rules, community oversight, and legal risks makes it very risky and unlikely for someone to just take the money and run unnoticed.",0.64331312325443,0.6695398386774107,146.0,0.7328767123287672
fresh_0,fresh_model_generation,iter_round_2,"When people donate money to support a project on a site like Kickstarter, they’re trusting that the creator will actually use the funds to make their idea happen. But what stops someone from just taking the money and disappearing? Well, these sites have rules and checks to make sure people are real and serious about their projects. If someone does steal the money, they can get into serious legal trouble—because that’s basically fraud, and it can mean fines or even jail time. On top of that, backers talk a lot online and share information. If someone cheats, word spreads quickly, and no one will trust them again. Plus, many projects have to post regular updates and photos, so it’s hard to hide what’s really going on. So, while it’s not impossible, the rules, the community, and the law make it risky and tough for someone to just take the money and run without anyone noticing.",0.6634651857716526,0.7142266756844121,161.0,0.6645962732919255
fresh_0,fresh_model_generation,iterative_final,"When people donate money to support a project on a site like Kickstarter, they’re trusting that the creator will actually use the funds to make their idea happen. But what stops someone from just taking the money and disappearing? Well, these sites have rules and checks to make sure people are real and serious about their projects. If someone does steal the money, they can get into serious legal trouble—because that’s basically fraud, and it can mean fines or even jail time. On top of that, backers talk a lot online and share information. If someone cheats, word spreads quickly, and no one will trust them again. Plus, many projects have to post regular updates and photos, so it’s hard to hide what’s really going on. So, while it’s not impossible, the rules, the community, and the law make it risky and tough for someone to just take the money and run without anyone noticing.",0.6634651857716526,0.7142266756844121,161.0,0.6645962732919255
fresh_0,fresh_model_generation,human_reference,"Nothing . In fact , it 's a problem that crops up on the occasion .",0.45539868626936747,0.2785639187910565,13.0,1.0
fresh_1,fresh_model_generation,baseline,"A long time ago, like in the 1700s, big ships didn’t have engines like today, so they couldn’t just start moving on their own. When it was time to leave the dock, sailors had to be very clever, especially if the wind was blowing toward the land, which made it hard for the sails to help push the ship away from the shore. To solve this, people on the dock or on smaller boats called rowboats or tugboats would use long poles or oars to gently push the big ship away from the dock. Sometimes, strong sailors on the ship would jump onto the dock and push off with poles while others pulled ropes to help guide the ship out. If the wind was blowing the wrong way, they had to row or use special ropes called “warps” tied to anchors or trees to slowly pull or push the ship into the water. It was like giving the ship a little shove so it could start sailing safely out to sea.",0.45003856103894174,0.5105611749418161,173.0,0.5664739884393064
fresh_1,fresh_model_generation,one_shot,"Back in the 1700s, big ships didn’t have engines like they do today, so they couldn’t just start moving on their own. When it was time to leave the dock, sailors had to get creative—especially if the wind was blowing toward the shore, which made it tough for the sails to push the ship away. To fix this, people on the dock or in smaller boats called rowboats or tugboats would use long poles or oars to gently nudge the ship away from the dock. Sometimes, strong sailors would jump onto the dock to push off with poles while others pulled ropes to help guide the ship out. If the wind wasn’t on their side, they’d row or use special ropes called “warps” tied to anchors or trees to slowly pull or push the ship into the water. It was basically giving the ship a little shove so it could safely start its journey out to sea.",0.4536002608482123,0.5003021955905504,162.0,0.6172839506172839
fresh_1,fresh_model_generation,iter_round_1,"Back in the 1700s, big ships didn’t have engines like they do today, so they couldn’t move on their own. When it was time to leave the dock, sailors had to get creative—especially if the wind was blowing toward land, which made it hard for the sails to push the ship away. To solve this, people on the dock or in smaller boats like rowboats or tugboats would use long poles or oars to gently push the ship away from the shore. Sometimes, strong sailors on the ship would jump onto the dock and push off with poles while others pulled ropes to guide the ship out. If the wind was blowing the wrong way, they had to row or use special ropes called “warps,” tied to anchors or trees, to slowly pull or push the ship into the water. It was like giving the ship a little shove to help it start sailing safely out to sea.",0.4416281034352017,0.4970404526888506,161.0,0.5962732919254659
fresh_1,fresh_model_generation,iter_round_2,"Back in the 1700s, big ships didn’t have engines, so they couldn’t just start moving on their own. When it was time to leave the dock, sailors had to get creative—especially if the wind was blowing toward the land, making it tough for the sails to push the ship away. To get around this, folks on the dock or in smaller boats like rowboats or tugboats would use long poles or oars to gently nudge the ship off the shore. Sometimes, strong sailors would hop onto the dock themselves, pushing with poles while others pulled ropes to guide the ship out. If the wind was in the wrong direction, they’d have to row or use special ropes called “warps,” tied to anchors or trees, to slowly pull or push the ship into the water. It was basically giving the ship a little shove to help it start sailing safely out to sea.",0.5044053043310582,0.4537127049567851,156.0,0.6217948717948718
fresh_1,fresh_model_generation,iterative_final,"Back in the 1700s, big ships didn’t have engines, so they couldn’t just start moving on their own. When it was time to leave the dock, sailors had to get creative—especially if the wind was blowing toward the land, making it tough for the sails to push the ship away. To get around this, folks on the dock or in smaller boats like rowboats or tugboats would use long poles or oars to gently nudge the ship off the shore. Sometimes, strong sailors would hop onto the dock themselves, pushing with poles while others pulled ropes to guide the ship out. If the wind was in the wrong direction, they’d have to row or use special ropes called “warps,” tied to anchors or trees, to slowly pull or push the ship into the water. It was basically giving the ship a little shove to help it start sailing safely out to sea.",0.5044053043310582,0.4537127049567851,156.0,0.6217948717948718
fresh_1,fresh_model_generation,human_reference,"No expert , but one method is warping . An anchor is carried away by boat and dropped in the direction you want to go , and then you pull the ship to it using the ships winches . Repeat as necessary . Sometimes you just had to wait for a favourable wind .",0.529283215992685,0.25821396098653976,48.0,0.8333333333333334
fresh_2,fresh_model_generation,baseline,"Before World War II, many countries in Western Europe did not expect Germany to start another big war so quickly. After World War I, Germany was very weak and had to follow strict rules that stopped it from having a strong army. People hoped that peace would last and thought that Germany would not try to fight again soon. Also, the countries like Britain and France were busy fixing their own problems and did not spend enough time or money getting ready for another war. When Hitler came to power, he secretly built up Germany’s army very fast, but other countries did not notice or believe it would be a real threat. When Germany attacked, many armies were not ready, and the way Germany fought was very fast and smart, using tanks and planes together to surprise their enemies. Because of this, Germany was able to take over a lot of land quickly, and Western Europe was caught off guard, making it hard to stop the invasion at the start of the war.",0.5401989541928669,0.5831055463369795,174.0,0.632183908045977
fresh_2,fresh_model_generation,one_shot,"Before World War II, most Western European countries didn’t expect Germany to start another major conflict so soon. After World War I, Germany was weakened and forced to follow strict rules that limited its military power. People hoped peace would last and believed Germany wouldn’t be ready to fight again anytime soon. Meanwhile, countries like Britain and France were focused on their own issues and didn’t invest enough time or resources into preparing for another war. When Hitler came to power, he secretly rebuilt Germany’s army at a rapid pace, but other nations either didn’t notice or didn’t see it as a serious threat. So, when Germany launched its attack, many armies were caught off guard. Germany’s strategy was fast and clever, combining tanks and planes to overwhelm their opponents. Because of this, Germany quickly gained control of large areas, leaving Western Europe unprepared and struggling to respond in the early days of the war.",0.3832760077184715,0.4506998982448742,162.0,0.7222222222222222
